,Date,Time ,Humidity,Voltage,Temperature,Pot,Experiment
588,17/02,Night,DRY +,0.15,21,1,1
589,17/02,Night,DRY +,0.2,21,1,1
590,18/02,Morning,DRY +,0.05,19,1,1
591,18/02,Morning,DRY +,0.11,19,1,1
592,18/02,Morning,DRY +,0.11,19,1,1
593,18/02,Morning,DRY +,0.1,19,1,1
594,18/02,Morning,DRY +,0.07,19,1,1
595,18/02,Night,DRY +,0.01,22,1,1
596,18/02,Night,DRY +,0.07,22,1,1
597,18/02,Night,DRY +,0.03,22,1,1
598,18/02,Night,DRY +,0.05,22,1,1
599,18/02,Night,DRY +,0.05,22,1,1
600,19/02,Morning,WET,0.77,21,1,1
601,19/02,Morning,WET,1.1,21,1,1
602,19/02,Morning,WET,0.9,21,1,1
603,19/02,Morning,WET,1.13,21,1,1
604,19/02,Morning,WET,1.18,21,1,1
605,19/02,Night,NOR,1,21,1,1
606,19/02,Night,NOR,0.87,21,1,1
607,19/02,Night,NOR,1.05,21,1,1
608,19/02,Night,NOR,0.92,21,1,1
609,19/02,Night,NOR,0.82,21,1,1
610,20/02,Morning,DRY,0.89,20,1,1
611,20/02,Morning,DRY,0.66,20,1,1
612,20/02,Morning,DRY,0.53,20,1,1
613,20/02,Morning,DRY,0.92,20,1,1
614,20/02,Morning,DRY,0.73,20,1,1
615,20/02,Night,DRY +,0.28,21,1,1
616,20/02,Night,DRY +,0.19,21,1,1
617,20/02,Night,DRY +,0.23,21,1,1
618,20/02,Night,DRY +,0.29,21,1,1
619,20/02,Night,DRY +,0.18,21,1,1
620,21/02,Morning,DRY +,0.13,20,1,1
621,21/02,Morning,DRY +,0.12,20,1,1
622,21/02,Morning,DRY +,0.12,20,1,1
623,21/02,Morning,DRY +,0.12,20,1,1
624,21/02,Morning,DRY +,0.12,20,1,1
625,21/02,Night,DRY +,0.12,21,1,1
626,21/02,Night,DRY +,0.12,21,1,1
627,21/02,Night,DRY +,0.08,21,1,1
628,21/02,Night,DRY +,0.05,21,1,1
629,21/02,Night,DRY +,0.07,21,1,1
630,22/02,Morning,WET +,1.82,19,1,1
631,22/02,Morning,WET +,1.48,19,1,1
632,22/02,Morning,WET +,1.74,19,1,1
633,22/02,Morning,WET +,1.27,19,1,1
634,22/02,Morning,WET +,1.5,19,1,1
635,22/02,Night,WET,1.85,21,1,1
636,22/02,Night,WET,1.47,21,1,1
637,22/02,Night,WET,1.41,21,1,1
638,22/02,Night,WET,1.33,21,1,1
639,22/02,Night,WET,1.64,21,1,1
640,23/02,Morning,NOR,1.02,20,1,1
641,23/02,Morning,NOR,1.02,20,1,1
642,23/02,Morning,NOR,1,20,1,1
643,23/02,Morning,NOR,1.03,20,1,1
644,23/02,Morning,NOR,0.96,20,1,1
645,23/02,Night,DRY,0.6,21,1,1
646,23/02,Night,DRY,0.7,21,1,1
647,23/02,Night,DRY,0.84,21,1,1
648,23/02,Night,DRY,0.61,21,1,1
649,23/02,Night,DRY,0.62,21,1,1
650,24/02,Morning,DRY +,0.2,19,1,1
651,24/02,Morning,DRY +,0.24,19,1,1
652,24/02,Morning,DRY +,0.25,19,1,1
653,24/02,Morning,DRY +,0.21,19,1,1
654,24/02,Morning,DRY +,0.23,19,1,1
655,24/02,Night,DRY +,0.1,21,1,1
656,24/02,Night,DRY +,0.1,21,1,1
657,24/02,Night,DRY +,0.09,21,1,1
658,24/02,Night,DRY +,0.09,21,1,1
659,24/02,Night,DRY +,0.1,21,1,1
660,25/02,Morning,WET +,0.93,18,1,1
661,25/02,Morning,WET +,1.35,18,1,1
662,25/02,Morning,WET +,1.38,18,1,1
663,25/02,Morning,WET +,0.67,18,1,1
664,25/02,Morning,WET +,1.09,18,1,1
665,16/02,Morning,WET +,2.34,22,2,1
666,16/02,Morning,WET +,2.42,22,2,1
667,16/02,Morning,WET +,2.42,22,2,1
668,16/02,Morning,WET +,2.94,22,2,1
669,16/02,Morning,WET +,3.55,22,2,1
670,16/02,Night,WET,4.33,21,2,1
671,16/02,Night,WET,4.19,21,2,1
672,16/02,Night,WET,4.42,21,2,1
673,16/02,Night,WET,4.26,21,2,1
674,16/02,Night,WET,4.35,21,2,1
675,17/02,Morning,WET,0.76,18,2,1
676,17/02,Morning,WET,0.75,18,2,1
677,17/02,Morning,WET,0.8,18,2,1
678,17/02,Morning,WET,0.79,18,2,1
679,17/02,Morning,WET,0.93,18,2,1
680,17/02,Night,DRY +,2.12,21,2,1
681,17/02,Night,DRY +,2.35,21,2,1
682,17/02,Night,DRY +,1.77,21,2,1
683,17/02,Night,DRY +,2.45,21,2,1
684,17/02,Night,DRY +,1.92,21,2,1
685,18/02,Morning,DRY +,1.93,19,2,1
686,18/02,Morning,DRY +,2.32,19,2,1
687,18/02,Morning,DRY +,1.88,19,2,1
688,18/02,Morning,DRY +,1.84,19,2,1
689,18/02,Morning,DRY +,2.04,19,2,1
690,18/02,Night,DRY +,0.91,22,2,1
691,18/02,Night,DRY +,0.83,22,2,1
692,18/02,Night,DRY +,0.35,22,2,1
693,18/02,Night,DRY +,0.44,22,2,1
694,18/02,Night,DRY +,0.58,22,2,1
695,19/02,Morning,WET,0.88,21,2,1
696,19/02,Morning,WET,0.9,21,2,1
697,19/02,Morning,WET,0.79,21,2,1
698,19/02,Morning,WET,0.65,21,2,1
699,19/02,Morning,WET,0.91,21,2,1
700,19/02,Night,NOR,1.2,21,2,1
701,19/02,Night,NOR,1.17,21,2,1
702,19/02,Night,NOR,1.58,21,2,1
703,19/02,Night,NOR,1.3,21,2,1
704,19/02,Night,NOR,1.13,21,2,1
705,20/02,Morning,DRY,2.61,20,2,1
706,20/02,Morning,DRY,2.47,20,2,1
707,20/02,Morning,DRY,2.35,20,2,1
708,20/02,Morning,DRY,2.61,20,2,1
709,20/02,Morning,DRY,2.51,20,2,1
710,20/02,Night,DRY +,0.79,21,2,1
711,20/02,Night,DRY +,0.84,21,2,1
712,20/02,Night,DRY +,0.74,21,2,1
713,20/02,Night,DRY +,0.61,21,2,1
714,20/02,Night,DRY +,0.88,21,2,1
715,21/02,Morning,DRY +,0.98,20,2,1
716,21/02,Morning,DRY +,1.09,20,2,1
717,21/02,Morning,DRY +,1.27,20,2,1
718,21/02,Morning,DRY +,1.06,20,2,1
719,21/02,Morning,DRY +,1.69,20,2,1
720,21/02,Night,DRY +,0.87,21,2,1
721,21/02,Night,DRY +,0.74,21,2,1
722,21/02,Night,DRY +,0.74,21,2,1
723,21/02,Night,DRY +,0.78,21,2,1
724,21/02,Night,DRY +,0.7,21,2,1
725,22/02,Morning,WET +,0.95,19,2,1
726,22/02,Morning,WET +,0.83,19,2,1
727,22/02,Morning,WET +,0.98,19,2,1
728,22/02,Morning,WET +,1.41,19,2,1
729,22/02,Morning,WET +,1.31,19,2,1
730,22/02,Night,WET,1.25,21,2,1
731,22/02,Night,WET,1.11,21,2,1
732,22/02,Night,WET,1.07,21,2,1
733,22/02,Night,WET,1.48,21,2,1
734,22/02,Night,WET,1.54,21,2,1
735,23/02,Morning,NOR,1.48,20,2,1
736,23/02,Morning,NOR,1.62,20,2,1
737,23/02,Morning,NOR,1.18,20,2,1
738,23/02,Morning,NOR,1.08,20,2,1
739,23/02,Morning,NOR,1.25,20,2,1
740,23/02,Night,DRY,1.38,21,2,1
741,23/02,Night,DRY,1.29,21,2,1
742,23/02,Night,DRY,1.29,21,2,1
743,23/02,Night,DRY,1.12,21,2,1
744,23/02,Night,DRY,1.29,21,2,1
745,24/02,Morning,DRY +,0.91,19,2,1
746,24/02,Morning,DRY +,0.87,19,2,1
747,24/02,Morning,DRY +,1.29,19,2,1
748,24/02,Morning,DRY +,1.02,19,2,1
749,24/02,Morning,DRY +,1.2,19,2,1
750,24/02,Night,DRY +,0.57,21,2,1
751,24/02,Night,DRY +,0.6,21,2,1
752,24/02,Night,DRY +,0.68,21,2,1
753,24/02,Night,DRY +,0.67,21,2,1
754,24/02,Night,DRY +,0.66,21,2,1
755,25/02,Morning,WET +,1.06,18,2,1
756,25/02,Morning,WET +,0.6,18,2,1
757,25/02,Morning,WET +,0.5,18,2,1
758,25/02,Morning,WET +,1.09,18,2,1
759,25/02,Morning,WET +,0.53,18,2,1
760,16/02,Morning,WET +,2.72,22,3,1
761,16/02,Morning,WET +,3.82,22,3,1
762,16/02,Morning,WET +,2.5,22,3,1
763,16/02,Morning,WET +,3.96,22,3,1
764,16/02,Morning,WET +,2.5,22,3,1
765,16/02,Night,WET,2.25,21,3,1
766,16/02,Night,WET,3.68,21,3,1
767,16/02,Night,WET,2.2,21,3,1
768,16/02,Night,WET,2.13,21,3,1
769,16/02,Night,WET,4.18,21,3,1
770,17/02,Morning,WET,1.66,18,3,1
771,17/02,Morning,WET,1.57,18,3,1
772,17/02,Morning,WET,1.71,18,3,1
773,17/02,Morning,WET,1.67,18,3,1
774,17/02,Morning,WET,1.75,18,3,1
775,17/02,Night,DRY +,0.59,21,3,1
776,17/02,Night,DRY +,0.49,21,3,1
777,17/02,Night,DRY +,0.68,21,3,1
778,17/02,Night,DRY +,0.71,21,3,1
779,17/02,Night,DRY +,0.4,21,3,1
780,18/02,Morning,DRY +,0.21,19,3,1
781,18/02,Morning,DRY +,0.18,19,3,1
782,18/02,Morning,DRY +,0.2,19,3,1
783,18/02,Morning,DRY +,0.21,19,3,1
784,18/02,Morning,DRY +,0.19,19,3,1
785,18/02,Night,DRY +,0.02,22,3,1
786,18/02,Night,DRY +,0.03,22,3,1
787,18/02,Night,DRY +,0.03,22,3,1
788,18/02,Night,DRY +,0.05,22,3,1
789,18/02,Night,DRY +,0.07,22,3,1
790,19/02,Morning,WET,1.5,21,3,1
791,19/02,Morning,WET,1.86,21,3,1
792,19/02,Morning,WET,1.99,21,3,1
793,19/02,Morning,WET,2.02,21,3,1
794,19/02,Morning,WET,2.05,21,3,1
795,19/02,Night,NOR,3.45,21,3,1
796,19/02,Night,NOR,3.47,21,3,1
797,19/02,Night,NOR,3.5,21,3,1
798,19/02,Night,NOR,3.47,21,3,1
799,19/02,Night,NOR,3.5,21,3,1
800,20/02,Morning,DRY,2.87,20,3,1
801,20/02,Morning,DRY,2.74,20,3,1
802,20/02,Morning,DRY,2.42,20,3,1
803,20/02,Morning,DRY,2.49,20,3,1
804,20/02,Morning,DRY,3.16,20,3,1
805,20/02,Night,DRY +,0.79,21,3,1
806,20/02,Night,DRY +,0.84,21,3,1
807,20/02,Night,DRY +,0.74,21,3,1
808,20/02,Night,DRY +,0.61,21,3,1
809,20/02,Night,DRY +,0.88,21,3,1
810,21/02,Morning,DRY +,0.54,20,3,1
811,21/02,Morning,DRY +,0.6,20,3,1
812,21/02,Morning,DRY +,0.58,20,3,1
813,21/02,Morning,DRY +,0.51,20,3,1
814,21/02,Morning,DRY +,0.35,20,3,1
815,21/02,Night,DRY +,0.32,21,3,1
816,21/02,Night,DRY +,0.28,21,3,1
817,21/02,Night,DRY +,0.19,21,3,1
818,21/02,Night,DRY +,0.29,21,3,1
819,21/02,Night,DRY +,0.18,21,3,1
820,22/02,Morning,WET +,1.88,19,3,1
821,22/02,Morning,WET +,1.4,19,3,1
822,22/02,Morning,WET +,2.47,19,3,1
823,22/02,Morning,WET +,2.39,19,3,1
824,22/02,Morning,WET +,2.33,19,3,1
825,22/02,Night,WET,2.3,21,3,1
826,22/02,Night,WET,1.94,21,3,1
827,22/02,Night,WET,2.06,21,3,1
828,22/02,Night,WET,1.98,21,3,1
829,22/02,Night,WET,1.54,21,3,1
830,23/02,Morning,NOR,2.21,20,3,1
831,23/02,Morning,NOR,2.12,20,3,1
832,23/02,Morning,NOR,1.94,20,3,1
833,23/02,Morning,NOR,1.55,20,3,1
834,23/02,Morning,NOR,1.52,20,3,1
835,23/02,Night,DRY,0.67,21,3,1
836,23/02,Night,DRY,0.6,21,3,1
837,23/02,Night,DRY,0.55,21,3,1
838,23/02,Night,DRY,0.6,21,3,1
839,23/02,Night,DRY,0.64,21,3,1
840,24/02,Morning,DRY +,0.4,19,3,1
841,24/02,Morning,DRY +,0.36,19,3,1
842,24/02,Morning,DRY +,0.4,19,3,1
843,24/02,Morning,DRY +,0.36,19,3,1
844,24/02,Morning,DRY +,0.35,19,3,1
845,24/02,Night,DRY +,0.13,21,3,1
846,24/02,Night,DRY +,0.12,21,3,1
847,24/02,Night,DRY +,0.12,21,3,1
848,24/02,Night,DRY +,0.13,21,3,1
849,24/02,Night,DRY +,0.11,21,3,1
850,25/02,Morning,WET +,2.36,18,3,1
851,25/02,Morning,WET +,2.39,18,3,1
852,25/02,Morning,WET +,2.54,18,3,1
853,25/02,Morning,WET +,2.61,18,3,1
854,25/02,Morning,WET +,2.38,18,3,1
855,16/02,Morning,WET +,0.81,18,0,2
856,16/02,Morning,WET +,0.78,18,0,2
857,16/02,Morning,WET +,0.79,18,0,2
858,16/02,Morning,WET +,0.82,18,0,2
859,16/02,Morning,WET +,0.86,18,0,2
860,16/02,Night,WET,0.89,21,0,2
861,16/02,Night,WET,0.79,21,0,2
862,16/02,Night,WET,0.84,21,0,2
863,16/02,Night,WET,0.87,21,0,2
864,16/02,Night,WET,0.87,21,0,2
865,17/02,Morning,WET,1.4,20,0,2
866,17/02,Morning,WET,1.39,20,0,2
867,17/02,Morning,WET,1.39,20,0,2
868,17/02,Morning,WET,1.39,20,0,2
869,17/02,Morning,WET,1.38,20,0,2
870,17/02,Night,NOR,1.04,21,0,2
871,17/02,Night,NOR,1.04,21,0,2
872,17/02,Night,NOR,0.95,21,0,2
873,17/02,Night,NOR,1.03,21,0,2
874,17/02,Night,NOR,1,21,0,2
875,18/02,Morning,DRY,1.16,20,0,2
876,18/02,Morning,DRY,1.17,20,0,2
877,18/02,Morning,DRY,1.11,20,0,2
878,18/02,Morning,DRY,1.11,20,0,2
879,18/02,Morning,DRY,1.18,20,0,2
880,18/02,Night,DRY +,1.16,21,0,2
881,18/02,Night,DRY +,1.07,21,0,2
882,18/02,Night,DRY +,1.11,21,0,2
883,18/02,Night,DRY +,1.15,21,0,2
884,18/02,Night,DRY +,1.13,21,0,2
885,19/02,Morning,WET +,0.62,20,0,2
886,19/02,Morning,WET +,0.64,20,0,2
887,19/02,Morning,WET +,0.66,20,0,2
888,19/02,Morning,WET +,0.66,20,0,2
889,19/02,Morning,WET +,0.63,20,0,2
890,19/02,Night,WET,0.69,21,0,2
891,19/02,Night,WET,0.76,21,0,2
892,19/02,Night,WET,0.74,21,0,2
893,19/02,Night,WET,0.72,21,0,2
894,19/02,Night,WET,0.72,21,0,2
895,20/02,Morning,NOR,0.93,20,0,2
896,20/02,Morning,NOR,0.91,20,0,2
897,20/02,Morning,NOR,0.9,20,0,2
898,20/02,Morning,NOR,0.99,20,0,2
899,20/02,Morning,NOR,0.9,20,0,2
900,20/02,Night,DRY,0.99,21,0,2
901,20/02,Night,DRY,0.9,21,0,2
902,20/02,Night,DRY,0.88,21,0,2
903,20/02,Night,DRY,0.93,21,0,2
904,20/02,Night,DRY,0.91,21,0,2
905,21/02,Morning,DRY,1.12,20,0,2
906,21/02,Morning,DRY,1.13,20,0,2
907,21/02,Morning,DRY,1.02,20,0,2
908,21/02,Morning,DRY,1.08,20,0,2
909,21/02,Morning,DRY,1.1,20,0,2
910,21/02,Night,DRY+,1.16,21,0,2
911,21/02,Night,DRY+,1.15,21,0,2
912,21/02,Night,DRY+,1.14,21,0,2
913,21/02,Night,DRY+,1.15,21,0,2
914,21/02,Night,DRY+,1.16,21,0,2
915,22/02,Morning,WET +,0.67,18,0,2
916,22/02,Morning,WET +,0.7,18,0,2
917,22/02,Morning,WET +,0.65,18,0,2
918,22/02,Morning,WET +,0.55,18,0,2
919,22/02,Morning,WET +,0.81,18,0,2
920,22/02,Night,WET +,0.66,20,0,2
921,22/02,Night,WET +,0.62,20,0,2
